-455.013,-628.039,370.195,179.7848,-0.2920,-161.2276
-425.013,-628.039,370.195,179.7848,-0.2920,-161.2276
-485.013,-628.039,370.195,179.7848,-0.2920,-161.2276
-455.013,-598.039,370.195,179.7848,-0.2920,-161.2276
-455.013,-658.039,370.195,179.7848,-0.2920,-161.2276
-455.013,-628.039,400.195,179.7848,-0.2920,-161.2276
-455.013,-628.039,340.195,179.7848,-0.2920,-161.2276
-425.013,-598.039,370.195,179.7848,-0.2920,-161.2276
-485.013,-658.039,370.195,179.7848,-0.2920,-161.2276
-455.013,-628.039,370.195,-175.2152,-0.2920,-161.2276
-455.013,-628.039,370.195,174.7848,-0.2920,-161.2276
-455.013,-628.039,370.195,179.7848,4.7080,-161.2276
-455.013,-628.039,370.195,179.7848,-5.2920,-161.2276
-455.013,-628.039,370.195,179.7848,-0.2920,-156.2276
-455.013,-628.039,370.195,179.7848,-0.2920,-166.2276
-425.013,-598.039,370.195,-175.2152,-0.2920,-161.2276
-425.013,-598.039,370.195,174.7848,-0.2920,-161.2276
-425.013,-598.039,370.195,179.7848,4.7080,-161.2276
-425.013,-598.039,370.195,179.7848,-5.2920,-161.2276
-425.013,-598.039,370.195,179.7848,-0.2920,-156.2276
-425.013,-598.039,370.195,179.7848,-0.2920,-166.2276
-485.013,-658.039,370.195,-175.2152,-0.2920,-161.2276
-485.013,-658.039,370.195,174.7848,-0.2920,-161.2276
-485.013,-658.039,370.195,179.7848,4.7080,-161.2276
-485.013,-658.039,370.195,179.7848,-5.2920,-161.2276
-485.013,-658.039,370.195,179.7848,-0.2920,-156.2276
-485.013,-658.039,370.195,179.7848,-0.2920,-166.2276
-455.013,-628.039,370.195,179.7848,-0.2920,-161.2276
